sample_id,ACVD,AS,BloodPressureAbnormalities,ColorectalLesions,IBD,IGT,T2D,cirrhosis,control,fatty_liver,melanoma,schizophrenia
SAMD00114893,0.01,0,0.01,0.98999999999999999,0.059999999999999998,0,0.01,0,0.11,0.01,0,0
SAMD00114895,0,0,0.02,0.070000000000000007,0.01,0,0.050000000000000003,0,0.91000000000000003,0,0,0
SAMD00114897,0.02,0,0,1,0.01,0,0,0,0.050000000000000003,0,0,0
SAMD00114898,0.01,0,0,0.089999999999999997,0,0,0,0,0.89000000000000001,0.02,0.01,0
SAMD00114899,0.01,0.050000000000000003,0,0.20999999999999999,0.20000000000000001,0.01,0.26000000000000001,0,0.81000000000000005,0.070000000000000007,0,0
SAMD00114900,0,0,0,0.01,0.050000000000000003,0.02,0,0,0.82999999999999996,0.01,0,0
SAMD00114901,0.11,0,0,0.059999999999999998,0.050000000000000003,0,0,0.040000000000000001,0.79000000000000004,0,0,0
SAMD00114903,0,0,0,0.42999999999999999,0.050000000000000003,0.089999999999999997,0.050000000000000003,0.01,0.55000000000000004,0.02,0.01,0
SAMD00114904,0.01,0,0,0.98999999999999999,0.02,0.02,0,0,0.19,0,0,0
SAMD00114905,0,0,0,1,0.050000000000000003,0.02,0.02,0,0.059999999999999998,0,0,0
SAMD00114906,0.01,0.01,0.029999999999999999,0.22,0.20999999999999999,0.040000000000000001,0.01,0,0.93999999999999995,0,0,0
SAMD00114907,0,0,0,0.98999999999999999,0.01,0.02,0.01,0,0.14999999999999999,0,0,0
SAMD00114908,0,0,0,0.080000000000000002,0.01,0,0,0,0.93999999999999995,0.01,0,0
SAMD00114909,0,0.050000000000000003,0.01,0.34000000000000002,0.14000000000000001,0,0,0.01,0.40000000000000002,0,0,0
SAMD00114910,0,0.01,0,0.95999999999999996,0.029999999999999999,0.01,0,0.01,0.13,0.01,0,0
SAMD00114911,0.02,0,0,0.98999999999999999,0.28999999999999998,0.01,0.02,0.01,0.059999999999999998,0,0,0
SAMD00114913,0,0,0,0.19,0,0,0,0.01,0.83999999999999997,0.01,0,0
