sample_id,control,Intestinal Diseases,Lung Diseases,IBS,Thyroid Diseases,ColorectalLesions
SRR8417365,0.23894106985127614,0.007912918338793993,0.17606895075517723,0.19073656503748193,0.19416865617453088,0.19217183984273975
SRR8417366,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417368,0.23547095196470957,0.007939459646722581,0.17665951671814772,0.19137632873643,0.1957373252303284,0.19281641770366165
SRR8417369,0.23547095196470957,0.007939459646722581,0.17665951671814772,0.19137632873643,0.1957373252303284,0.19281641770366165
SRR8417371,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417372,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417373,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417374,0.2377502518626073,0.007920523301804828,0.17623816744622853,0.19091987850791323,0.19481464615156216,0.19235653272988398
SRR8417375,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417376,0.18574472498382885,0.010477038797226156,0.0064033858958673215,0.25422558702972564,0.2887056136102977,0.25444364968305444
SRR8417377,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417378,0.1466320168002667,0.008602747474298325,0.1914182172189975,0.20736451873742187,0.23705758243057165,0.20892491733844393
SRR8417379,0.30785229497512406,0.009336617941657596,0.002446113640708059,0.22505406463356875,0.22856333339664003,0.22674757541230148
SRR8417380,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417381,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417382,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417383,0.23547095196470957,0.007939459646722581,0.17665951671814772,0.19137632873643,0.1957373252303284,0.19281641770366165
SRR8417384,0.1466320168002667,0.008602747474298325,0.1914182172189975,0.20736451873742187,0.23705758243057165,0.20892491733844393
SRR8417385,0.2377502518626073,0.007920523301804828,0.17623816744622853,0.19091987850791323,0.19481464615156216,0.19235653272988398
SRR8417386,0.2737812755868585,0.009691381854004652,0.002539058736099745,0.2336054545434827,0.24501951554839482,0.23536331373115957
SRR8417387,0.30785229497512406,0.009336617941657596,0.002446113640708059,0.22505406463356875,0.22856333339664003,0.22674757541230148
SRR8417388,0.24688705639460726,0.009036577304080152,0.07832916758699206,0.21782174930654116,0.22846461181863528,0.2194608375891441
SRR8417389,0.1736456508102868,0.009678723868241972,0.08161215854468296,0.23330034072563494,0.26670722209077213,0.2350559039603811
SRR8417394,0.06805555012896738,0.009651098664228804,0.2179201897642838,0.22890068298500443,0.2527326886453796,0.2227397898121359
SRR8417395,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417396,0.30076580856115737,0.009322366752063929,0.008968654845980773,0.22471054750949235,0.22983114897729728,0.22640147335400826
SRR8417398,0.18479060183678062,0.010418753118718413,0.011851736505698403,0.25281128370214995,0.2870994916035027,0.25302813323314977
SRR8417399,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417400,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417401,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417404,0.2377502518626073,0.007920523301804828,0.17623816744622853,0.19091987850791323,0.19481464615156216,0.19235653272988398
SRR8417405,0.24715080124208208,0.009046230911432293,0.07734456379015221,0.2180544442273949,0.22870867631143393,0.21969528351750467
SRR8417406,0.30785229497512406,0.009336617941657596,0.002446113640708059,0.22505406463356875,0.22856333339664003,0.22674757541230148
SRR8417407,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417408,0.30785229497512406,0.009336617941657596,0.002446113640708059,0.22505406463356875,0.22856333339664003,0.22674757541230148
SRR8417409,0.1151269771667152,0.008829061908663241,0.19797694243857894,0.2203519556639533,0.24329391016656218,0.2144211526555271
SRR8417410,0.12741976431919955,0.0087669880823465,0.196585040731831,0.21273116716025056,0.24158340183851645,0.2129136378678559
SRR8417411,0.30691278165969427,0.009341998497220262,0.0024475233000128167,0.2251837599800991,0.22923568985879428,0.22687824670417925
SRR8417412,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417413,0.0035393029190895296,0.01144366566511446,0.22961236580086458,0.25442143514913285,0.26629267631350917,0.23469055415228948
SRR8417414,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417415,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417416,0.2737812755868585,0.009691381854004652,0.002539058736099745,0.2336054545434827,0.24501951554839482,0.23536331373115957
SRR8417417,0.30785229497512406,0.009336617941657596,0.002446113640708059,0.22505406463356875,0.22856333339664003,0.22674757541230148
SRR8417418,0.1466320168002667,0.008602747474298325,0.1914182172189975,0.20736451873742187,0.23705758243057165,0.20892491733844393
SRR8417419,0.2712653150218177,0.009620089356015299,0.01037860802021441,0.23188698790485143,0.2432170839052367,0.23363191579186438
SRR8417420,0.1466320168002667,0.008602747474298325,0.1914182172189975,0.20736451873742187,0.23705758243057165,0.20892491733844393
SRR8417421,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417422,0.1434876274984828,0.008630143740924232,0.19202780671719616,0.20845164863381888,0.23781251482320132,0.20959025858637662
SRR8417423,0.23894106985127614,0.007912918338793993,0.17606895075517723,0.19073656503748193,0.19416865617453088,0.19217183984273975
SRR8417424,0.12741976431919955,0.0087669880823465,0.196585040731831,0.21273116716025056,0.24158340183851645,0.2129136378678559
SRR8417441,0.23547095196470957,0.007939459646722581,0.17665951671814772,0.19137632873643,0.1957373252303284,0.19281641770366165
SRR8417444,0.13973230047788787,0.008653176393518456,0.19304817006443103,0.20996952391704576,0.23844720332908417,0.21014962581803254
SRR8417445,0.21120575106025874,0.00813833303956344,0.1810846135170045,0.19617006300787412,0.20575501499833612,0.19764622437696305
SRR8417446,0.3065197846083208,0.009296205248943562,0.006763933961410996,0.22407993879754187,0.22757401801327823,0.22576611937050453
SRR8417447,0.3060821208080918,0.009316714335428739,0.005147403654727266,0.22457429910062512,0.22861526241251434,0.22626419968861267
SRR8417449,0.03874478970471765,0.009866113488636708,0.22277518845067934,0.24254847721781392,0.2583632677702865,0.2277021633678659
SRR8417450,0.0034038790957182543,0.014361651074463114,0.03421147221154462,0.31929558101428895,0.33419383376063666,0.29453358284334846
SRR8417451,0.10290293614508583,0.011282643451566701,0.019313711156060235,0.28158739573140373,0.31090488103310004,0.27400843248278345
SRR8417452,0.1434876274984828,0.008630143740924232,0.19202780671719616,0.20845164863381888,0.23781251482320132,0.20959025858637662
SRR8417453,0.23977009521212617,0.00790905770002555,0.17598304836264628,0.19064350645327624,0.1936162112705305,0.19207808100139515
SRR8417454,0.2730126506590377,0.009664173865941733,0.005339372023922747,0.2329496208848362,0.24433163758066534,0.23470254498559615
SRR8417455,0.006409250398783991,0.01141070629247661,0.22895104977257835,0.2536886654987838,0.2655257158127229,0.23401461222465442
SRR8417456,0.2377502518626073,0.007920523301804828,0.17623816744622853,0.19091987850791323,0.19481464615156216,0.19235653272988398
