sample_id,ACVD,AS,BPA,CL,IBD,IGT,T2D,CI,HC,FL,ME,SC
SRR14610719,0.018980340930998828,0.022216002843905319,0.015620603661044839,0.040125486205401059,0.24659083391668546,0.33448547992404826,0.016513736263736267,0.0031785714285714277,0.25219083858234326,0.044706997352156518,0.00033333333333333332,0.005057775557775558
SRR14610647,0.027492423211463453,0,0.00038461538461538462,0.83789214193529149,0.0096544566544566543,0,0.021057206166726298,0,0.098769411294759552,0.0008106060606060606,0.0039391392920804687,0
SRR14610728,0.12904751480198209,0.00050000000000000001,0.0033082264957264955,0.57441326745262355,0.020073076841459193,0.00079411764705882351,0.031663115457813598,0.0028571749887539365,0.23289198123147853,0.002124269005847953,0.0023272560772560772,0
SRR14610711,0.046824690295085007,0.00085227272727272734,0.0064511183261183255,0.60845346637366737,0.054420452191427424,0,0.018937046506125453,0.0021071428571428569,0.25871463323398325,0.0025952380952380949,0.00064393939393939397,0
SRR14610702,0.18646713066476153,0.0073617930982061422,0.038155662642311239,0.18599434839046328,0.0095638782882961123,0.0091458779524569,0.14434797682518949,0.010180454966094018,0.39587650140574504,0.0099560603655030906,0.0010311234817813764,0.0019191919191919194
SRR14610720,0.035409670781574795,0.0070981043767034471,0.015886711821889842,0.31126674393885845,0.067859496766227115,0.0074053286625655025,0.045466351605051296,0.0049206709956709956,0.42650824984512065,0.060362920735095651,0.017588477743969735,0.00022727272727272727
SRR14610579,0.022855409489890913,0.0058237942612942607,0.0089577521786853471,0.43816726751210544,0.030620868648035815,0.00125,0.008103410478410478,0.0021404428904428906,0.46872838508072873,0.01335266946040603,0,0
SRR14610678,0.028798302317998778,0.014191621295987635,0.048956067938955926,0.23774732449035699,0.03831416618870178,0.0055189045571768678,0.033180178631997514,0.010953630345925742,0.47242428419795168,0.096956830186783749,0.011716265605739289,0.0012424242424242426
SRR14610652,0.026365123009085847,0.0020978694508106271,0.004911647992530346,0.033858648510126738,0.54782835701150767,0.0035507956805910768,0.05829254749378588,0.012054645109792166,0.29366508256467083,0.016764172065987584,0.00033333333333333332,0.00027777777777777778
SRR14610733,0.052738516116068571,0.00080555555555555545,0.0017637863512476515,0.50397855578093964,0.10642962331412319,0.0002941176470588235,0.039370810755292161,0.0072077922077922072,0.27245771714637657,0.0080384263354464584,0.0064605533355533359,0.00045454545454545455
SRR14610715,0.085830889859157419,0.00050000000000000001,0.0056761363636363641,0.62842923493027814,0.023043326255787554,0.001472222222222222,0.013515085791401583,0.0018016194331983806,0.21385450299334235,0.022845811932305744,0.0027186702186702185,0.00031250000000000001
SRR14610706,0.029536829634933346,0.0044047431326843089,0.019515200213107063,0.26819681231987241,0.17099373489054134,0.0056924211710202436,0.062395399923956908,0.0014090909090909091,0.42561554687591174,0.0087928681440678329,0.0034473527848140851,0
